0.0227919	0.007719
0.0911668	0.007861
0.205124	0.007991
0.364665	0.008096
0.569789	0.008173
0.820495	0.008226
1.11678	0.008262
1.45866	0.008287
1.84611	0.008305
2.27915	0.008318
2.75777	0.008328
3.28197	0.008336
3.85176	0.008341
4.46712	0.008346
5.12807	0.008349
5.83461	0.008352
6.58672	0.008354
7.38442	0.008355
8.2277	0.008355
9.11656	0.008348
10.051	0.008322
11.031	0.008287
12.0566	0.008259
13.1277	0.008250
14.2445	0.008238
15.4068	0.008223
16.6147	0.008221
17.8682	0.008219
19.1673	0.008215
20.512	0.008209
21.9022	0.008202
23.338	0.008199
24.8194	0.008200
26.3464	0.008203
27.9189	0.008204
29.5371	0.008204
31.2008	0.008204
32.9101	0.008203
34.665	0.008201
36.4655	0.008200
38.3114	0.008199
40.203	0.008201
